"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"246","RT @Pink_About_it: So to get things straight —- 

A Christian man who retooled his factory to produce 50,000 masks a day to help American h…",FALSE,0,NA,2020-04-03 20:04:43,FALSE,NA,"1246166761902350339",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rick58708693",59,TRUE,FALSE,NA,NA
"247","RT @ENGLEESH1: Picture of Terry Christian https://t.co/pAborhmotH",FALSE,0,NA,2020-04-03 20:04:41,FALSE,NA,"1246166754327289858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Erik1Kyle",37,TRUE,FALSE,NA,NA
"248","RT @Pink_About_it: So to get things straight —- 

A Christian man who retooled his factory to produce 50,000 masks a day to help American h…",FALSE,0,NA,2020-04-03 20:04:39,FALSE,NA,"1246166746941263872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rrepp3",59,TRUE,FALSE,NA,NA
"249","RT @intervarsityusa: 8PM ET/7PM CT tonight, InterVarsity Live! Whatever you're carrying or feel God doing in your spirit right now, join yo…",FALSE,0,NA,2020-04-03 20:04:39,FALSE,NA,"1246166746815500288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","throcksquadron",1,TRUE,FALSE,NA,NA
"250","RT @BillyGraham: ""The Holy Spirit can rejuvenate a tired Christian, captivate an indifferent believer, and empower a dry church."" #BillyGra…",FALSE,0,NA,2020-04-03 20:04:39,FALSE,NA,"1246166746022776832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","patrickkatabayi",485,TRUE,FALSE,NA,NA
"251","@NeverDotard Christian charity parody",FALSE,1,"NeverDotard",2020-04-03 20:04:39,FALSE,"1246166358682931205","1246166743963205632","785639204826980352","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThePragmatist5",0,FALSE,FALSE,NA,NA
"252","RT @ghost_wales: I think Conservatives should take over Twitter it’s time we kick out all the hatred of the left waffle unhinged looney tun…",FALSE,0,NA,2020-04-03 20:04:38,FALSE,NA,"1246166743040565249",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","whisperer_tree",11,TRUE,FALSE,NA,NA
"253","RT @l_kittkatt: Why do ex Muslims HAVE to write ex Muslim in their bio and constantly talk abt it cmon bro allow it 😖 I don’t put ex Christ…",FALSE,0,NA,2020-04-03 20:04:38,FALSE,NA,"1246166742231134210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmmrma7",49,TRUE,FALSE,NA,NA
"254","quarantine chain:
name 6 artists/groups that you like and tag 6 accounts to share their own
Joaquin Bondoni 
Emilio… https://t.co/WwiPonz6P3",FALSE,0,NA,2020-04-03 20:04:38,TRUE,NA,"1246166740721172485",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itzelSkabecha",0,FALSE,FALSE,NA,NA
"255","RT @reycastillo361: East offensive line coach Christian Gonzalez @greenchilegonz on working out with @Coach_Lack during the pandemic. https…",FALSE,0,NA,2020-04-03 20:04:36,FALSE,NA,"1246166731342655494",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vindog34",2,TRUE,FALSE,NA,NA
"256","God has been watching 
1. Nation's remove God from their constitutions, you can't even type or share Jesus with som… https://t.co/C8RZgFcrlT",FALSE,2,NA,2020-04-03 20:04:35,TRUE,NA,"1246166728389861377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MbiereDaniel",0,FALSE,FALSE,NA,NA
"257","“I don’t know what her problem is, I don’t believe that I have to be a Christian to be a good person.”

“I don’t be… https://t.co/YzJDr75vil",FALSE,0,NA,2020-04-03 20:04:35,TRUE,NA,"1246166727118991361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikkiSe7en",0,FALSE,FALSE,NA,NA
"258","RT @Delafina777: like I'm used to Christians getting extra Jew-hate-y around Easter but it always surprises me that there seems to be a spi…",FALSE,0,NA,2020-04-03 20:04:33,FALSE,NA,"1246166719980138496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennybel75",9,TRUE,FALSE,NA,NA
"259","RT @churchAlmighty: A Movie That Tells Us How the Lord Knocks at the Door | #Christian #EndTimes #LastDays #truth #GodsWord https://t.co/Lh…",FALSE,0,NA,2020-04-03 20:04:31,FALSE,NA,"1246166714070556674",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","xunqiu5520211",52,TRUE,FALSE,NA,NA
"260","@SalVulcano For the elite Christian nationalist billionaires who are nice to the president, of course.",FALSE,0,"SalVulcano",2020-04-03 20:04:31,FALSE,"1246162064013484033","1246166712157974529","48294321","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lifeissweet16",0,FALSE,FALSE,NA,NA
"261","@panachuck @Bmad730 But again, no one was buying rap singles! They were all on DJ Clue, Flex, Superstar Jay, etc mi… https://t.co/RsFgM9vJ4j",FALSE,0,"panachuck",2020-04-03 20:04:31,TRUE,"1246164703346339840","1246166712111763458","830495426285547520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Christian_J_D_M",0,FALSE,FALSE,NA,NA
"262","@TGHalk @sheLLbeLL_xo @Acosta Fake christian. Jesus will come looking for people just like you.",FALSE,1,"TGHalk",2020-04-03 20:04:29,FALSE,"1246159113198940160","1246166704738021377","999455728103542786","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beulahdude51",0,FALSE,FALSE,NA,NA
"263","@MasterChefUK @BBCiPlayer Christian's or sandys 😋. Couldn't pick just 1!",FALSE,0,"MasterChefUK",2020-04-03 20:04:29,FALSE,"1246165574717075456","1246166703861571584","66985184","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MollieParker95",0,FALSE,FALSE,NA,NA
"264","@theartplanet @alexbkane Yeah...well..a brand new Christian with all the answers.",FALSE,0,"theartplanet",2020-04-03 20:04:29,FALSE,"1246159022962556929","1246166703156776960","29574846","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SeasideSue1",0,FALSE,FALSE,NA,NA
"265","The quarantine would be much better, if Christian Grey would be in my bedroom",FALSE,0,NA,2020-04-03 20:04:27,FALSE,NA,"1246166696957808642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QuarantineTho15",0,FALSE,FALSE,NA,NA
"266","RT @blanton_15: Blessed to receive an offer from Abilene Christian @ACUWBB Thank you Coaches ⚪️🟣 https://t.co/MQcSJeruwd",FALSE,0,NA,2020-04-03 20:04:23,FALSE,NA,"1246166678108622848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2GorJus4U",4,TRUE,FALSE,NA,NA
"267","This corona, don make me discover say i get DJ skill #StayHomeSaveLives",FALSE,0,NA,2020-04-03 20:04:22,FALSE,NA,"1246166676103725061",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Christian_Zubis",0,FALSE,FALSE,NA,NA
"268","@gkylilghost @DRDunderdale @PatWill97926440 @EssexPR Good,   but I hate Terry Christian,    didn't know how else to express it  😂",FALSE,0,"gkylilghost",2020-04-03 20:04:21,FALSE,"1246163570078908416","1246166670504271875","1162031393309888513","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnniSalli59",0,FALSE,FALSE,NA,NA
"269","#WaqarZaka
All alone #WaqarZaka went &amp; rescued Hindu &amp; Christian working as sweepers in Dunga Bunga, a town of Baha… https://t.co/jBoF9IcjHa",FALSE,0,NA,2020-04-03 20:04:21,TRUE,NA,"1246166669581582336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RijayyyO",0,FALSE,FALSE,NA,NA
"270","It's hard to be cynical enough in this world. 

It's even harder to be satirical enough to be ahead of reality.

If… https://t.co/7Ty9byTZ5j",FALSE,2,NA,2020-04-03 20:04:20,TRUE,NA,"1246166667316678659",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nels_christian",2,FALSE,FALSE,NA,NA
"271","@ghost_wales It's funny you should say that matey. Because Terry Christian  is TODAYS LUCKY WINNER!! Of ""STEPHENS T… https://t.co/qs1st0glhe",FALSE,0,"ghost_wales",2020-04-03 20:04:17,TRUE,"1246165734440476672","1246166654305931272","1172115161643139073","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Estevezdeep",0,FALSE,FALSE,NA,NA
"272","RT @EYEFOLLOWHIM: I am a Christian and it is my prayer that each soul on earth comes to know and love Jesus Christ. I am blessed to live in…",FALSE,0,NA,2020-04-03 20:04:17,FALSE,NA,"1246166653068607489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UsmcRafael",1088,TRUE,FALSE,NA,NA
"273","RT @BillyGraham: ""The Holy Spirit can rejuvenate a tired Christian, captivate an indifferent believer, and empower a dry church."" #BillyGra…",FALSE,0,NA,2020-04-03 20:04:13,FALSE,NA,"1246166637109227521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dst_66",485,TRUE,FALSE,NA,NA
"274","RT @BillyGraham: ""The Holy Spirit can rejuvenate a tired Christian, captivate an indifferent believer, and empower a dry church."" #BillyGra…",FALSE,0,NA,2020-04-03 20:04:11,FALSE,NA,"1246166627638542336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saved_Spit",485,TRUE,FALSE,NA,NA
"275","RT @AasimSajjadA: Rulers &amp; indulgent elites are not braving #Corona.

These invisible ppl are: 
1.Christian nurses
2.Doctors in GB, Balochi…",FALSE,0,NA,2020-04-03 20:04:10,FALSE,NA,"1246166622643126272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marvi19180201",15,TRUE,FALSE,NA,NA
"276","Me and Christian haven’t had sex in a week. So yesterday we finally started again. And we’ve had sex like 5 times already 😂😂😂😂😂",FALSE,0,NA,2020-04-03 20:04:10,FALSE,NA,"1246166622403870720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LilyySenpaii",0,FALSE,FALSE,NA,NA
"277","THERE ARE MANY CHRISTIANS WHO WILL ABOUT TALK ABOUT GOD, AND MAYBE JESUS AND THE HOLY SPIRIT BUT WILL NEVER TALK AB… https://t.co/Qlx3ANfOwP",FALSE,0,NA,2020-04-03 20:04:07,TRUE,NA,"1246166610311811073",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","newvisionofhope",0,FALSE,FALSE,NA,NA
