"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x794105170766376960","x862224699283185664",2017-05-10 08:36:02,"flaccidballs","Breaking: Debate on House bill that could ban Jews, Muslims and LGBT folks from adopting kids is postponed until tomorrow at 9:30 am #txlege","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x52754791","lmcgaughy","en",,,,,,,,,,,,,,,,"x861727194732777474","Breaking: Debate on House bill that could ban Jews, Muslims and LGBT folks from adopting kids is postponed until tomorrow at 9:30 am #txlege",2017-05-08 23:39:07,"TweetDeck",640,1043,"x52754791","lmcgaughy","Lauren McGaughy",14741,3752,54256,"Austin, TX","Investigative reporter @dallasnews based in the Texas capital. Ex-@houstonchron @nolanews @asahi. Proud Hoya & Who Dat! She/her. lmcgaughy@dallasnews.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/flaccidballs/status/862224699283185664","CHILI for the PROLETARIAT <U+0001F479><U+0001F479><U+0001F479><U+0001F47A>","Monrovia liberia","Big back being bool socialism is lit but fuck bernie sanders freelance writer for buzzfeed","http://informationclearinghouse.info",FALSE,199,3889,1,3694,3057,2016-11-03 09:13:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/794105170766376960/1493167214","","http://pbs.twimg.com/profile_images/847976162534068224/vvL44iQ5_normal.jpg"
"x1646120928","x862224669352411136",2017-05-10 08:35:55,"dooryodhan","Ahok is Christian. His crime was to read a passage from koran to show it was ok for Muslims to vote for a non-Muslim
https://t.co/FsL2P8fdJZ","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x25235151","RitaPanahi","en",,,,,,,,,,,,,,,,"x861800372507090944","Ahok is Christian. His crime was to read a passage from koran to show it was ok for Muslims to vote for a non-Muslim
https://t.co/FsL2P8fdJZ",2017-05-09 04:29:54,"Twitter Web Client",686,1053,"x25235151","RitaPanahi","Rita Panahi",195553,2055,139948,"Melbourne, Victoria","The truth is incontrovertible. Malice may attack it, ignorance may deride it, but in the end, there it is. Winston Churchill",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dooryodhan/status/862224669352411136","Rakesh Mohan",,"The scripture & history of #Islam is written in violence, that's the ONLY language #Muslims understand. BE WARNED: My opinions are harsh & unapologetic.",,FALSE,200,259,32,34582,28083,2013-08-04 21:12:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1646120928/1398616153","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/460455252391518209/IHmS-bq8_normal.jpeg"
"x1951019052","x862224667041558528",2017-05-10 08:35:54,"Gothamguardian1","I liked a @YouTube video https://t.co/yDrgG9eHMM Brigitte Bardot Says Gays, Lesbians, And Muslims Have Destroyed France And Macron Is","Google",,,,,FALSE,FALSE,0,0,0,0,,,"youtu.be/Kk70VI5Vdd4?a","https://t.co/yDrgG9eHMM","http://youtu.be/Kk70VI5Vdd4?a",,,,,,,,,"x10228272","YouTube","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Gothamguardian1/status/862224667041558528","The Law","Trapped in Communist/Muslim occupied Cuckada.","Writer/Gamer. Pro MGTOW/Deplorable. Nationalism/Identitarian. Anti Islam/Globalism/Communism/Zionism. Message if you want to chat.",,FALSE,532,1953,39,91594,34582,2013-10-10 06:47:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1951019052/1525686727","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1220167020223680513/2qoWYPQM_normal.jpg"
"x2267630983","x862224644820025344",2017-05-10 08:35:49,"DiscoverTruth1","THE MIRACULOUS KAABA - Why do Muslims pray towards the Kaaba? -  https://t.co/PNfPrYxUhg #SDLive #PLLEndGame #PrisonBreak","Mobile Web (M2)",,,,,FALSE,TRUE,0,0,0,0,"SDLive PLLEndGame PrisonBreak",,"youtu.be/LoZm7Mm54vM","https://t.co/PNfPrYxUhg","https://youtu.be/LoZm7Mm54vM",,,,,,,,,"x882859637292363776","ayb5j","en",,,,,,,,,,,,,,,,"x862144297231044609","THE MIRACULOUS KAABA - Why do Muslims pray towards the Kaaba? -  https://t.co/PNfPrYxUhg #SDLive #PLLEndGame #PrisonBreak",2017-05-10 03:16:32,"Twitter Web Client",1,2,"x2267630983","DiscoverTruth1","true success",552,518,13609,,"No make-believes ! No blind-faith ! No #superstition ! Use common sense and reason to find the #truth without prejudice. http://islam-guide.com",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DiscoverTruth1/status/862224644820025344","true success",,"No make-believes ! No blind-faith ! No #superstition ! Use common sense and reason to find the #truth without prejudice. http://islam-guide.com",,FALSE,552,518,0,13609,448,2013-12-29 16:44:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/2267630983/1399391274","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/776808001885921284/I25Im_Rl_normal.jpg"
"x785306845955194881","x862224608279310336",2017-05-10 08:35:40,"wiseoldchild","Breaking: Debate on House bill that could ban Jews, Muslims and LGBT folks from adopting kids is postponed until tomorrow at 9:30 am #txlege","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x52754791","lmcgaughy","en",,,,,,,,,,,,,,,,"x861727194732777474","Breaking: Debate on House bill that could ban Jews, Muslims and LGBT folks from adopting kids is postponed until tomorrow at 9:30 am #txlege",2017-05-08 23:39:07,"TweetDeck",640,1043,"x52754791","lmcgaughy","Lauren McGaughy",14741,3752,54256,"Austin, TX","Investigative reporter @dallasnews based in the Texas capital. Ex-@houstonchron @nolanews @asahi. Proud Hoya & Who Dat! She/her. lmcgaughy@dallasnews.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wiseoldchild/status/862224608279310336","HelpMerline","Arizona, USA","Dedicated to helping friends in Haiti survive and thrive.",,FALSE,1733,2328,7,65259,94201,2016-10-10 02:31:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/785306845955194881/1585159079","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1242873169913860096/VuFgwdun_normal.jpg"
"x2343607394","x862224592470986752",2017-05-10 08:35:36,"carisbrook5","Texas House approves letting adoption agencies ban Jews, gays, Muslims https://t.co/JK3jQxDF35 https://t.co/SZTxE2hxG6","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,"i24ne.ws/t9qH30bAGsu","https://t.co/JK3jQxDF35","http://i24ne.ws/t9qH30bAGsu","http://pbs.twimg.com/media/C_c3qNfXUAAQtZL.jpg","https://t.co/SZTxE2hxG6","https://twitter.com/i24NEWS_EN/status/862219054160990208/photo/1","photo","http://pbs.twimg.com/media/C_c3qNfXUAAQtZL.jpg","https://t.co/SZTxE2hxG6","https://twitter.com/i24NEWS_EN/status/862219054160990208/photo/1",,"x1322420269","i24NEWS_EN","en",,,,,,,,,,,,,,,,"x862219054160990208","Texas House approves letting adoption agencies ban Jews, gays, Muslims https://t.co/JK3jQxDF35 https://t.co/SZTxE2hxG6",2017-05-10 08:13:36,"Hootsuite",0,3,"x1322420269","i24NEWS_EN","i24NEWS English",50153,80,90945,"Jaffa Port","Global news broadcasting live from around the world bringing you the day’s biggest stories from the U.S., Europe, and the Middle East.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/carisbrook5/status/862224592470986752","j paul","new york city",,,FALSE,831,4984,86,151266,2454,2014-02-14 13:51:22,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/596334065306963969/uHUOIi1p_normal.jpg"
"x851741665777799168","x862224579833380864",2017-05-10 08:35:33,"BDeshbot","~ @taslimanasreen: Bangladesh banned triple talaq before I was born. India is not able to do because of appeasement 
https://t.co/zymJB00CTy","easypybot",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x21002587 x76858507","tufailelif taslimanasreen","en",,,,,,,,,,,,,,,,"x860314133257830400","~ @taslimanasreen: Bangladesh banned triple talaq before I was born. India is not able to do because of appeasement 
https://t.co/zymJB00CTy",2017-05-05 02:04:07,"Twitter Web Client",600,547,"x21002587","tufailelif","Tufail Ahmad",73410,3474,254935,"The Milky Way","""During times of universal deceit, telling the truth becomes a revolutionary act"" – George Orwell. Writer. Ex: BBC, PTI. AMU, JNU, IIMC, King's College London.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BDeshbot/status/862224579833380864","BDbot","Bangladesh","Its not necessary to hold a view on everything, specially if you are not well informed on the matter. And of course that implies to Bangladeshi matters as well.",,FALSE,2034,186,14,231575,329,2017-04-11 10:20:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/851741665777799168/1491906793","","http://pbs.twimg.com/profile_images/851743237312139264/mUHlz2sH_normal.jpg"
"x1641850784","x862224572275347457",2017-05-10 08:35:32,"imkpbhatt","~ @taslimanasreen: Bangladesh banned triple talaq before I was born. India is not able to do because of appeasement 
https://t.co/zymJB00CTy","Twitter Web Client",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x21002587 x76858507","tufailelif taslimanasreen","en",,,,,,,,,,,,,,,,"x860314133257830400","~ @taslimanasreen: Bangladesh banned triple talaq before I was born. India is not able to do because of appeasement 
https://t.co/zymJB00CTy",2017-05-05 02:04:07,"Twitter Web Client",600,547,"x21002587","tufailelif","Tufail Ahmad",73410,3474,254935,"The Milky Way","""During times of universal deceit, telling the truth becomes a revolutionary act"" – George Orwell. Writer. Ex: BBC, PTI. AMU, JNU, IIMC, King's College London.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/imkpbhatt/status/862224572275347457","Talkative Kashu <U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B>","Vijay Rupani's Constituency","Student.Unpredictable.Talkative.Over Sensitive.Vulnerably Emotional.Stubborn.Stupid.Moody.Opinionated.Mirthfully Mischievous.Proud Indian Hindu Gujju Brahmin",,FALSE,1122,693,11,47509,55783,2013-08-03 02:33:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/1641850784/1584624680","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1240862725950935040/CPaaMYS2_normal.jpg"
"x1641850784","x862224260131037184",2017-05-10 08:34:17,"imkpbhatt","Muslim Personal Law Board should be abolished for the sake of Muslims, says Taslima Nasreen https://t.co/W1UJbMuUdK via @indiatvnews","Twitter Web Client",,,,,FALSE,TRUE,0,0,0,0,,,"indiatvnews.com/news/india-mus…","https://t.co/W1UJbMuUdK","http://www.indiatvnews.com/news/india-muslim-personal-law-board-should-be-abolished-for-the-sake-of-muslims-says-taslima-nasreen-380219",,,,,,,,,"x76858507","taslimanasreen","en",,,,,,,,,,,,,,,,"x860543302181036033","Muslim Personal Law Board should be abolished for the sake of Muslims, says Taslima Nasreen https://t.co/W1UJbMuUdK via @indiatvnews",2017-05-05 17:14:46,"Twitter for Android",597,298,"x76858507","taslimanasreen","taslima nasreen",329994,313,49979,"Everywhere","Author, Secular Humanist, Feminist, Physician",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/imkpbhatt/status/862224260131037184","Talkative Kashu <U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B>","Vijay Rupani's Constituency","Student.Unpredictable.Talkative.Over Sensitive.Vulnerably Emotional.Stubborn.Stupid.Moody.Opinionated.Mirthfully Mischievous.Proud Indian Hindu Gujju Brahmin",,FALSE,1122,693,11,47509,55783,2013-08-03 02:33:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/1641850784/1584624680","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1240862725950935040/CPaaMYS2_normal.jpg"
"x1641850784","x862224291638550528",2017-05-10 08:34:25,"imkpbhatt","‘Triple talaq is despicable … All India Muslim Personal Law Board should be abolished for the sake of Muslims’: https://t.co/Titles4FBO","Twitter Web Client",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x76858507","taslimanasreen","en",,,,,,,,,,,,,,,,"x860465277431148546","‘Triple talaq is despicable … All India Muslim Personal Law Board should be abolished for the sake of Muslims’: https://t.co/Titles4FBO",2017-05-05 12:04:43,"Twitter for Android",437,188,"x76858507","taslimanasreen","taslima nasreen",329994,313,49979,"Everywhere","Author, Secular Humanist, Feminist, Physician",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/imkpbhatt/status/862224291638550528","Talkative Kashu <U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B><U+0001F47B><U+0001F61B>","Vijay Rupani's Constituency","Student.Unpredictable.Talkative.Over Sensitive.Vulnerably Emotional.Stubborn.Stupid.Moody.Opinionated.Mirthfully Mischievous.Proud Indian Hindu Gujju Brahmin",,FALSE,1122,693,11,47509,55783,2013-08-03 02:33:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/1641850784/1584624680","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1240862725950935040/CPaaMYS2_normal.jpg"
